SMILES,Catalog ID,MW,MW (desalted),ClogP,logS,HBD,HBA,TPSA,RotBonds,AnalogsFromREAL,Tanimoto_Similarity
CC=1C=C(N=C(N1)NCC2=NC=3C=CC=CC3C(=O)N2)C(C)C,Z3080143140,309.367,309.367,2.036,-4.303,2,5,79.27,4,https://real.enamine.net/public-enum-files/Z3080143140,0.2564102564102564
O=C(NC=1C=CC=CC1C=2N=NNN2)C=3C=CC=4C(=O)N(C5CC5)S(=O)(=O)C4C3,Z8653648192,410.409,410.409,0.612,-5.208,2,7,138.01,4,https://real.enamine.net/public-enum-files/Z8653648192,0.2564102564102564
CC=1C=C(C=CC1F)NC(=O)C2=CN(C)N=C2C3=CC=CS3,Z1563511320,315.367,315.367,3.361,-4.041,1,2,46.92,3,https://real.enamine.net/public-enum-files/Z1563511320,0.2564102564102564
CC=1C=CC(=CC1)C(CO)N(C)S(=O)(=O)C=2C=CC=C3C=NC=CC23,Z3217386652,356.441,356.441,2.633,-4.215,1,4,70.5,4,https://real.enamine.net/public-enum-files/Z3217386652,0.2564102564102564
O=C(O)CC1(CCCCC1)NCC2=CC=3C=CC(F)=CC3NC2=O,Z3345575538,332.37,332.37,0.051,-4.157,3,4,78.43,5,https://real.enamine.net/public-enum-files/Z3345575538,0.2564102564102564
CC1CCC(CNC(=O)C=2C=CC=CC2CSC3=NC=4C=CC=CC4N3)O1,Z2299764886,381.493,381.493,3.811,-6.228,2,3,67.01,6,https://real.enamine.net/public-enum-files/Z2299764886,0.2564102564102564
CN1N=CC(C(=O)NC=2C=CC(=CC2)OC(F)(F)F)C1=O,Z3629866615,301.222,301.222,2.264,-4.031,1,4,71.0,4,https://real.enamine.net/public-enum-files/Z3629866615,0.2564102564102564
CC(C)C1=CC=C2N=CN=C(NC(C)C3=CC=C4NC(=O)NC4=C3)C2=C1,Z4283448974,347.415,347.415,4.053,-6.801,3,4,78.94,4,https://real.enamine.net/public-enum-files/Z4283448974,0.2564102564102564
O=C(NC1=CNN=C1C=2C=CC=CC2F)C3=CC=C4CCCC4=C3,Z1935652758,321.349,321.349,3.786,-6.282,2,2,57.78,3,https://real.enamine.net/public-enum-files/Z1935652758,0.2564102564102564
NC(=O)C=1C=CC(=C(C1)NC(=O)C2=CSC(=N2)C=3C=CC=C4C=CC=CC34)N5CCCC5,Z1616021453,442.535,442.535,4.297,-7.491,2,4,88.32,5,https://real.enamine.net/public-enum-files/Z1616021453,0.2564102564102564
CC1CCN(CC1)C=2C=CC(=CN2)C(=O)NC3=CNN=C3C=4C=CC=CN4,Z1451066881,362.429,362.429,2.225,-3.581,2,5,86.8,4,https://real.enamine.net/public-enum-files/Z1451066881,0.2564102564102564
CN(C1CCNC1=O)S(=O)(=O)C=2C=CC=C3C=NC=CC23,Z1527409177,305.354,305.354,0.318,-2.621,1,4,79.37,2,https://real.enamine.net/public-enum-files/Z1527409177,0.2564102564102564
COC=1C=C(F)C=CC1N2CCN(CC2)C(=O)C3=CC(C)=CC=C3F,Z1210253316,346.372,346.372,3.793,-5.087,0,3,32.78,3,https://real.enamine.net/public-enum-files/Z1210253316,0.2564102564102564
COC(CNC(=O)C1=NNC(=O)C=2C=CC=CC12)C=3C=CC(F)=CC3,Z1369638149,341.337,341.337,1.196,-5.042,2,4,79.79,5,https://real.enamine.net/public-enum-files/Z1369638149,0.2564102564102564
CC=1C=C(C=CC1NC(=O)CC=2C(=O)N=C(NC2C)C=3N=CC=CN3)SC=4C=CC=CC4,Z1131091236,443.523,443.523,2.35,-5.734,2,6,96.34,6,https://real.enamine.net/public-enum-files/Z1131091236,0.2564102564102564
COC(=O)C=1NC(C)=CC1NC(=O)C=2C=C(O)N=C(C2)C(C)C,Z1591199594,317.34,317.34,3.023,-3.314,3,4,104.31,5,https://real.enamine.net/public-enum-files/Z1591199594,0.2564102564102564
CN1CCN(C)C(CNC(=O)N2CCCC(C2)C3=NC4=CC=CC=C4N3)C1,Z1181179639,370.493,370.493,1.175,-1.835,2,4,67.5,3,https://real.enamine.net/public-enum-files/Z1181179639,0.2564102564102564
COCCNS(=O)(=O)C1=CNC(=C1)C(=O)NC=2C=CC=CC2C3=NC(C)=CN3,Z1453956939,403.457,403.457,0.513,-4.078,4,5,128.97,7,https://real.enamine.net/public-enum-files/Z1453956939,0.2564102564102564
COC=1C=CC(C(=O)NCC2CN(C)CCN2C)=C(C1)OC,Z1171728270,307.389,307.389,0.345,-1.088,1,5,54.04,5,https://real.enamine.net/public-enum-files/Z1171728270,0.2564102564102564
COC=1C=CC(=CC1)N2C=CC(=N2)C(=O)N3CCC4(CCN(C)CC4)CC3,Z2783170969,368.474,368.474,2.034,-2.154,0,4,50.6,3,https://real.enamine.net/public-enum-files/Z2783170969,0.2564102564102564
"O=C(CCC1=NC=2C=CC=CC2N1)N[C@@H]3CC(CN4C=CC=N4)C[C@H]3O |&1:14,24,r|",Z3687024690,353.419,353.419,0.281,-2.404,3,4,95.83,6,https://real.enamine.net/public-enum-files/Z3687024690,0.2564102564102564
CCC=1C(=CSC1C)C(=O)NC2=NC=3C=CC=CC3N2CCC4=CC=CC=N4,Z5510867431,390.503,390.503,4.399,-5.628,1,3,59.81,6,https://real.enamine.net/public-enum-files/Z5510867431,0.2564102564102564
CC(NC(=O)CNC(=O)C1=CC=2C=CC(=CC2N1)C(F)(F)F)C3=CC=CC=N3,Z8486964344,390.36,390.36,2.375,-5.197,3,3,86.88,6,https://real.enamine.net/public-enum-files/Z8486964344,0.2564102564102564
O=C(NC(C1=NC2=CC=CC=C2N1)C3CCCCC3)N4CC(C4)N5CC[C@@H](O)C5,Z2822221468,397.515,397.515,2.689,-4.725,3,4,84.49,4,https://real.enamine.net/public-enum-files/Z2822221468,0.2564102564102564
CC=1C=C(C)C=C(C1)C(O)CNC(=O)C2=NNC(=O)C=3C=CC=CC23,Z2015429018,337.373,337.373,1.199,-5.634,3,4,90.79,4,https://real.enamine.net/public-enum-files/Z2015429018,0.2564102564102564
CC=1N=C2C=C(F)C=CC2=CC1C(=O)NCC3CC4=CC=CC=C4CN3,Z5292449957,349.402,349.402,3.568,-4.328,2,3,54.02,3,https://real.enamine.net/public-enum-files/Z5292449957,0.25609756097560976
CC=1C=CC=C(C1Cl)S(=O)(=O)NC(=O)C2=CN(C)N=C2C=3C=NN(C)C3,Z1768374786,393.849,393.849,1.984,-2.941,1,5,98.88,3,https://real.enamine.net/public-enum-files/Z1768374786,0.25609756097560976
O=C(NC[C@H]1CN(C(=O)O1)C=2C=CC(=CC2)N3CCOCC3=O)C4=CC=CS4,Z3016630227,401.438,401.438,1.569,-4.926,1,5,88.18,5,https://real.enamine.net/public-enum-files/Z3016630227,0.25609756097560976
CC(NC(=O)C1=CC=2C=CC=CC2N1)C=3C=NN(C3)CC=4C=CC=CC4,Z1518060163,344.411,344.411,3.797,-4.668,2,2,62.71,5,https://real.enamine.net/public-enum-files/Z1518060163,0.25609756097560976
CC(=O)NCC=1C=CC(=CC1)S(=O)(=O)N2CCC(CC2)N3C=C(C)C=N3,Z1186022350,376.475,376.475,0.541,-2.46,1,4,84.3,4,https://real.enamine.net/public-enum-files/Z1186022350,0.25609756097560976
CN1CCCC(C1)N2CCN(CC2)C=3C=NN(C(=O)C3Cl)C=4C=CC(Cl)=CC4,Z1212730436,422.351,422.351,2.76,-3.095,0,5,42.39,3,https://real.enamine.net/public-enum-files/Z1212730436,0.25609756097560976
COC1=CC=C(NC(=O)C=2C=NC(=NC2)C=3C=CC=CC3Cl)C(F)=C1,Z4493818235,357.766,357.766,3.219,-5.564,1,4,64.11,4,https://real.enamine.net/public-enum-files/Z4493818235,0.25609756097560976
COC1=CC=C2OCC(CC2=C1)C(=O)NCCN3CCN(C)CC3,Z367858262,333.426,333.426,0.88,-1.313,1,5,54.04,5,https://real.enamine.net/public-enum-files/Z367858262,0.25609756097560976
COC=1C=CC=C(C1)CNC(=O)C2=NC=3C=CC=CC3C(=O)N2,Z332371760,309.32,309.32,2.123,-4.034,2,4,79.79,4,https://real.enamine.net/public-enum-files/Z332371760,0.25609756097560976
CC=1C=C(C)N(N1)C=2C=CC(=CN2)C(=O)NC=3C=CC(=NC3)N4CCN(C)CC4,Z383108048,391.471,391.471,2.263,-2.872,1,6,79.18,4,https://real.enamine.net/public-enum-files/Z383108048,0.25609756097560976
CN1C(=O)NC=2C=CC(=CC21)C(=O)NC3=NC(=CS3)C4=CNC=5N=CC=CC45,Z8065403128,390.421,390.421,2.784,-5.947,3,4,103.01,3,https://real.enamine.net/public-enum-files/Z8065403128,0.25609756097560976
O=C(NC(C1=CC=2C=CC=CC2O1)C=3C=CC=CC3)C4=CC(=O)NC=5C=CC(F)=CC45,Z1239113700,412.413,412.413,4.202,-7.626,2,2,71.34,4,https://real.enamine.net/public-enum-files/Z1239113700,0.25609756097560976
CN1C=C(NC(=O)C=2C=C(C3=CC=CO3)N(N2)C=4C=CC=C(Cl)C4)C(=N1)C=5C=CC=CN5,Z1428041964,444.874,444.874,3.437,-4.811,1,4,90.77,5,https://real.enamine.net/public-enum-files/Z1428041964,0.25609756097560976
CC(=O)NCC1CC(C)N(C1)C(=O)C=2C=CC=C3N=CC=CC23,Z4784495894,311.379,311.379,0.162,-3.342,1,3,62.3,3,https://real.enamine.net/public-enum-files/Z4784495894,0.25609756097560976
CC=1C=CC=CC1C(C)(C)C(=O)NCC2C(C)CCN2C(=O)C3CCC3,Z5760559998,356.503,356.503,3.402,-4.957,1,2,49.41,5,https://real.enamine.net/public-enum-files/Z5760559998,0.25609756097560976
NC(=O)CCC=1C=CC(=CC1)NC(=O)C=2C=CC=3N=C(NC3C2)C=4C=CC(F)=CC4,Z7771738015,402.422,402.422,3.737,-6.305,3,3,100.87,6,https://real.enamine.net/public-enum-files/Z7771738015,0.25609756097560976
CC=1C=CC=2NC(CNC(=O)CC3=CSC(=N3)C4=CC=CS4)=NC2C1,Z1303409954,368.479,368.479,2.973,-4.609,2,3,70.67,5,https://real.enamine.net/public-enum-files/Z1303409954,0.2558139534883721
CN1N=CC=2C=C(C=NC21)C(=O)NC=3C=CC(=CC3)N4N=CC=5C(=O)NC=NC54,Z1324959202,386.368,386.368,0.368,-3.913,2,6,119.09,3,https://real.enamine.net/public-enum-files/Z1324959202,0.2558139534883721
CC=1C=CC(=CC1)C(C)C(=O)NCC=2C=CC=C(C2)NC(=O)C3=NNC(=O)NC3=O,Z8485159559,407.424,407.424,1.049,-5.139,4,5,128.76,6,https://real.enamine.net/public-enum-files/Z8485159559,0.2558139534883721
CNC(=O)C1CN(CCO1)C(=O)C=2C=CC=C(C2)NC(=O)C3=CC=CS3,Z1641159670,373.428,373.428,0.813,-4.542,2,4,87.74,4,https://real.enamine.net/public-enum-files/Z1641159670,0.2558139534883721
CN1C(=O)C=2C=CC(=CC2C1=O)C(=O)NC(CN3C=NC4=CC=CC=C43)C=5C=CC(F)=CC5,Z432178714,442.443,442.443,4.04,-6.376,1,4,84.3,5,https://real.enamine.net/public-enum-files/Z432178714,0.2558139534883721
CCC1=CN=C(NC(=O)C=2C=CC(OC)=C(C2)S(=O)(=O)NC3CC3)S1,Z1275183267,381.473,381.473,2.243,-4.395,2,5,97.39,6,https://real.enamine.net/public-enum-files/Z1275183267,0.2558139534883721
CC(O)(CC(=O)NC(CC=1C=CC(O)=CC1)C2=NC3=CC=CC=C3N2)C4CC4,Z1517270064,379.453,379.453,2.288,-3.945,4,4,98.24,7,https://real.enamine.net/public-enum-files/Z1517270064,0.2558139534883721
CC=1C=CC(=CC1OC=2C=CN=CC2)C(=O)NC=3C=CC(=NC3)N4CCN(C)CC4,Z1211730928,403.478,403.478,3.647,-3.721,1,5,70.59,5,https://real.enamine.net/public-enum-files/Z1211730928,0.2558139534883721
COC=1C=CC(=CC1)C2=NNC=C2CNC=3C=CC=CC3OCCN4CCN(C)CC4,Z1574065788,421.536,421.536,2.31,-3.132,2,6,65.65,9,https://real.enamine.net/public-enum-files/Z1574065788,0.2558139534883721
CC(=O)NCC1CCCN(C1)C2=CC=C(C=N2)C3=NC(C)=NO3,Z1272269520,315.371,315.371,0.114,-2.574,1,5,84.15,4,https://real.enamine.net/public-enum-files/Z1272269520,0.2558139534883721
COC=1C=CC=C(C1)NC(=O)CSC=2N=CN=C3C2C=NN3C=4C=CC(Cl)=CC4,Z1449558606,425.893,425.893,4.005,-6.866,1,5,81.93,6,https://real.enamine.net/public-enum-files/Z1449558606,0.25555555555555554
COC=1C=CC(=CC1)C2=NC(=CO2)CCNC(=O)C3=CC4=CC=CC=C4NC3=O,Z1007444352,389.405,389.405,1.778,-5.429,2,4,93.46,6,https://real.enamine.net/public-enum-files/Z1007444352,0.25555555555555554
CC=1C=CC(=CC1C)NC(=O)C=2C=C3C=CC=CC3=CN2,Z4950030233,276.333,276.333,4.369,-5.483,1,2,41.99,2,https://real.enamine.net/public-enum-files/Z4950030233,0.25396825396825395
CC(=O)NC1=CC=CC(NC(=O)C=2N=CC=NC2N)=C1C,Z296995150,285.302,285.302,-0.071,-2.288,3,5,110.0,3,https://real.enamine.net/public-enum-files/Z296995150,0.25396825396825395
C=1C=CC(CNC2=NC=3C=CC=CC3N4N=NN=C24)=NC1,Z3221722170,277.285,277.285,1.577,-2.41,1,6,80.89,3,https://real.enamine.net/public-enum-files/Z3221722170,0.2537313432835821
O=C(NC=1C=CC=NC1NC=2C=CC(Br)=CC2)C=3C=NC=NC3,Z6374705675,370.204,370.204,3.296,-4.518,2,5,79.8,4,https://real.enamine.net/public-enum-files/Z6374705675,0.2537313432835821
O=C(NC=1C=CC=CC1OCC(F)(F)F)C=2C=CC=NC2,Z228289130,296.245,296.245,2.074,-3.874,1,3,51.22,5,https://real.enamine.net/public-enum-files/Z228289130,0.2537313432835821
CN(C(=O)N1CCN(CC1)C(=O)C=2C=CC=CN2)C3CCCCC3,Z1901030725,330.425,330.425,2.372,-3.281,0,3,56.75,2,https://real.enamine.net/public-enum-files/Z1901030725,0.2537313432835821
CNC(=O)C=1C=CC=C(N1)C(=O)NCC2=CNC=3C=CC=CC23,Z6004947499,308.335,308.335,1.887,-3.68,3,3,86.88,4,https://real.enamine.net/public-enum-files/Z6004947499,0.2537313432835821
CNC(=O)C1=CC=CC(NC(=O)C2=CNC(=O)C=3C=CC=CC23)=C1C,Z1815572767,335.357,335.357,0.235,-5.32,3,3,87.3,3,https://real.enamine.net/public-enum-files/Z1815572767,0.2537313432835821
CC(=O)NC=1C=CC=CC1NC(=O)C=2C=NC3=CC=NN3C2C,Z4982084341,309.323,309.323,0.602,-3.132,2,4,88.39,3,https://real.enamine.net/public-enum-files/Z4982084341,0.2537313432835821
O=C(CCC=1C=CC=CN1)N2CCN(CC2)C(=O)C3=CC4=CC=CC=C4N3,Z996741114,362.426,362.426,1.351,-4.162,1,3,69.3,4,https://real.enamine.net/public-enum-files/Z996741114,0.2535211267605634
COC=1C=C(N=CN1)C(=O)NC2=NC=3C=CC=CC3N2C(C)C,Z2960861550,311.339,311.339,2.519,-3.992,1,5,81.93,4,https://real.enamine.net/public-enum-files/Z2960861550,0.2535211267605634
O=C(OCC1=CC=2C=CC=CC2NC1=O)C3(CC3)C=4C=CN=CC4,Z5420228488,320.343,320.343,1.105,-3.636,1,3,68.29,5,https://real.enamine.net/public-enum-files/Z5420228488,0.2535211267605634
O=C(NC1=NC(=CS1)C2=CC=CC=N2)C3CC43CCNCC4,Z2433934888,314.407,314.407,1.471,-2.062,2,4,66.91,3,https://real.enamine.net/public-enum-files/Z2433934888,0.2535211267605634
CC=1C(=CC=CC1N(C)C)NC(=O)C=2C=CC(Cl)=C3C=CC=NC23,Z1594047083,339.819,339.819,3.899,-5.03,1,3,45.23,3,https://real.enamine.net/public-enum-files/Z1594047083,0.2535211267605634
O=C(NC1=CNN=C1C2=CC=CC=N2)C3CC43CCCC4,Z1559989197,282.341,282.341,2.056,-3.197,2,3,70.67,3,https://real.enamine.net/public-enum-files/Z1559989197,0.2535211267605634
O=C(NCCC1=CNC=2C=CC=NC12)C=3C=CC=C4N=CC=CC34,Z5084941514,316.357,316.357,2.646,-3.54,2,3,70.67,4,https://real.enamine.net/public-enum-files/Z5084941514,0.2535211267605634
COC(=O)CCNC(=O)C=1C=C(N=C2C=CC=CC12)C=3C=CC=CN3,Z27191893,335.357,335.357,2.759,-3.557,1,4,81.18,6,https://real.enamine.net/public-enum-files/Z27191893,0.2535211267605634
CN1C=NC(=C1)S(=O)(=O)NC=2C=CC(=CC2)C3=NC4=CC=CC=C4N3,Z2735304641,353.4,353.4,3.179,-4.697,2,4,92.67,3,https://real.enamine.net/public-enum-files/Z2735304641,0.2535211267605634
CC=1C=CC(F)=CC1C(=O)NC=2C=NC=3NC=CC3C2C,Z4988613996,283.301,283.301,2.733,-5.199,2,2,57.78,2,https://real.enamine.net/public-enum-files/Z4988613996,0.25333333333333335
CC(=O)N1C[C@H]2CN(C[C@H]2C1)C(=O)NC(C3=NC4=CC=CC=C4N3)C5CCCCC5,Z8566153328,409.526,409.526,2.423,-5.489,2,3,81.33,3,https://real.enamine.net/public-enum-files/Z8566153328,0.25333333333333335
CC1=C(C=NN1C=2C=CC=CN2)C(=O)NC3=CC=C4NN=CC4=C3,Z363786428,318.334,318.334,1.644,-3.651,2,4,88.49,3,https://real.enamine.net/public-enum-files/Z363786428,0.25333333333333335
O=C(CC1(O)CCC1)NC(CC=2C=CC(O)=CC2)C3=NC4=CC=CC=C4N3,Z2254851099,365.427,365.427,2.039,-3.907,4,4,98.24,6,https://real.enamine.net/public-enum-files/Z2254851099,0.25333333333333335
CCC(CC1CCCC1)C(=O)N2CCC(CNC(=O)C3=CC=CC=N3)CC2,Z1549408691,371.517,371.517,3.193,-5.287,1,3,62.3,7,https://real.enamine.net/public-enum-files/Z1549408691,0.25333333333333335
CC=1C=CC(=CC1)C2=NC(=CS2)C(=O)NC3=NC=4C=C(C=CC4N3)C(N)=O,Z8424106288,377.422,377.422,3.459,-6.558,3,4,113.76,4,https://real.enamine.net/public-enum-files/Z8424106288,0.25333333333333335
CC=1C=CC=CC1S(=O)(=O)N2CCC(CC2)C3=NC(=O)NN3,Z2218901596,322.385,322.385,1.643,-3.262,2,5,90.87,2,https://real.enamine.net/public-enum-files/Z2218901596,0.25333333333333335
COC=1C=CC(=CC1)NS(=O)(=O)C=2C=NN(C2)C=3C=CC=CC3,Z872289160,329.375,329.375,3.162,-3.257,1,4,73.22,4,https://real.enamine.net/public-enum-files/Z872289160,0.25333333333333335
O=C1NC=2C=CC(=CC2N1)C3=CSC(=N3)C=4C=C(F)C=CC4Br,Z8464874907,390.231,390.231,4.383,-6.962,2,2,54.02,2,https://real.enamine.net/public-enum-files/Z8464874907,0.25333333333333335
O=C(NS(=O)(=O)C=1C=CC=C2N=CC=CC12)C=3C=CC=4OC(=O)NC4C3,Z2103967624,369.353,369.353,2.293,-4.815,2,6,114.46,2,https://real.enamine.net/public-enum-files/Z2103967624,0.25333333333333335
CCN1N=CC=C1C(=O)NC2=NC=3C=CC=CC3N2CCC=4C=CC=CN4,Z1732677115,360.413,360.413,2.327,-3.594,1,4,77.63,6,https://real.enamine.net/public-enum-files/Z1732677115,0.25333333333333335
CC=1C=CC=CC1C(C)NC(=O)C2=NNC(=O)C=3C=CC=CC23,Z28111825,307.347,307.347,1.918,-5.529,2,3,70.56,3,https://real.enamine.net/public-enum-files/Z28111825,0.25333333333333335
CC=1C=C(F)C=CC1C(=O)NC=2C=NC=3NC=CC3C2C,Z4988613963,283.301,283.301,2.733,-5.199,2,2,57.78,2,https://real.enamine.net/public-enum-files/Z4988613963,0.25333333333333335
O=C(C1=CC=2C=CC=CC2NC1=O)N3CCN(CC(F)(F)F)CC3,Z237021454,339.313,339.313,1.288,-4.216,1,3,52.65,3,https://real.enamine.net/public-enum-files/Z237021454,0.25333333333333335
CC(C)C=1C=CC(=CC1)NS(=O)(=O)C=2C=CC=C3C=NC=CC23,Z737707614,326.415,326.415,4.492,-5.377,1,3,59.06,3,https://real.enamine.net/public-enum-files/Z737707614,0.25333333333333335
O=C(NC=1C=CC=CC1O)C2CC(=O)NC=3C=C(F)C=CC32,Z225373390,300.285,300.285,1.769,-2.912,3,3,78.43,2,https://real.enamine.net/public-enum-files/Z225373390,0.25333333333333335
COC(=O)C(C)NC(=O)C=1C=C(N=C2C=CC=CC12)C(C)C,Z3631485984,300.353,300.353,3.23,-4.002,1,3,68.29,5,https://real.enamine.net/public-enum-files/Z3631485984,0.25333333333333335
CN(C)S(=O)(=O)C=1C=CC=NC1C(=O)NC2=CC=C3NN=CC3=C2Cl,Z5330395627,379.823,379.823,1.081,-3.532,2,5,108.05,3,https://real.enamine.net/public-enum-files/Z5330395627,0.25333333333333335
CC=1C=CC=2NC(=NC2C1)C=3C=CC=CC3NS(=O)(=O)C4=CN(C)C=N4,Z8571329560,367.427,367.427,3.678,-5.184,2,4,92.67,3,https://real.enamine.net/public-enum-files/Z8571329560,0.25333333333333335
CCCCC1=NC=2C=C(C=CC2N1)NC(=O)C=3C=CC(=O)N(C)N3,Z826613230,325.366,325.366,1.893,-3.951,2,4,90.45,5,https://real.enamine.net/public-enum-files/Z826613230,0.25333333333333335
CC=1C=CC=CC1CN(CC=2C=CC=CC2)C(=O)CCC3=NC4=CC=CN=C4N3,Z1231749908,384.475,384.475,3.47,-5.101,1,3,61.88,7,https://real.enamine.net/public-enum-files/Z1231749908,0.25333333333333335
CC1=CSC(=N1)NC(=O)C(C)N2C(=O)C=3C=CC=CC3C2=O,Z30820560,315.349,315.349,2.316,-4.514,1,4,79.37,3,https://real.enamine.net/public-enum-files/Z30820560,0.25333333333333335
O=C(NC1CNCCC1(F)F)C2=CC=C(NC2=O)C=3C=CC=CN3,Z2441506606,334.321,334.321,0.385,-3.264,3,4,83.12,3,https://real.enamine.net/public-enum-files/Z2441506606,0.25333333333333335
COC[C@@H](NC(=O)C1=CNN=C1C=2C=CC(Cl)=CC2)C=3C=CC=CN3,Z4754545411,356.807,356.807,2.548,-4.187,2,4,79.9,6,https://real.enamine.net/public-enum-files/Z4754545411,0.25333333333333335
CN1C2CCC1CN(CC2)C(=O)CNC(=O)C3=CC=CS3,Z1303172147,307.413,307.413,0.958,-2.671,1,3,52.65,3,https://real.enamine.net/public-enum-files/Z1303172147,0.25316455696202533
CCNC=1C=CC(=CC1NC(=O)C=2C=CC=C(C=3C=CC=CN3)C2C)S(=O)(=O)N(C)C,Z1515419904,438.545,438.545,3.076,-5.089,2,5,91.4,6,https://real.enamine.net/public-enum-files/Z1515419904,0.25316455696202533
O=C(NC=1C=CC(F)=CC1F)C=2C=CC=3C(=O)N(C4CC4)S(=O)(=O)C3C2,Z729594024,378.352,378.352,1.868,-5.179,1,4,83.55,3,https://real.enamine.net/public-enum-files/Z729594024,0.25316455696202533
COC=1C=CC(C(=O)N2CCN(CC2)C3=NN=NN3C)=C(C1)OC,Z1152065085,332.359,332.359,1.151,-2.435,0,7,85.61,4,https://real.enamine.net/public-enum-files/Z1152065085,0.25316455696202533
O=C(C1CC1)N2CCC(CC2)NCC3=CC=4C=CC(F)=CC4NC3=O,Z3360189904,343.396,343.396,-0.288,-4.231,2,3,61.44,4,https://real.enamine.net/public-enum-files/Z3360189904,0.25316455696202533
C[C@@H](NC(=O)C1=NNC=2C=CC(F)=CC12)C3=NN=C(CO)N3,Z8462107659,304.28,304.28,-0.369,-2.636,4,5,119.58,4,https://real.enamine.net/public-enum-files/Z8462107659,0.25316455696202533
CCOC=1C=CC(=CC1NC(=O)C=2C=CC=C(C=3C=CC=CN3)C2C)S(=O)(=O)N(C)C,Z1515470952,439.529,439.529,2.788,-5.353,1,5,88.6,6,https://real.enamine.net/public-enum-files/Z1515470952,0.25316455696202533
COC=1C=C(F)C=CC1N2CCN(CC2)C(=O)C3(C)CC4CC4C3,Z2221528190,332.413,332.413,3.236,-4.465,0,3,32.78,3,https://real.enamine.net/public-enum-files/Z2221528190,0.25316455696202533
CC=1C=CC(=CC1F)CC(C)NC(=O)C=2N=NC=3C=CC=CC3N2,Z8155197970,324.353,324.353,3.693,-3.931,1,4,67.77,4,https://real.enamine.net/public-enum-files/Z8155197970,0.25316455696202533
COC=1C=C(OC)C=2N=CC(C#N)=C(C2C1)N3CCCN(C)CCC3,Z3409654570,340.42,340.42,2.541,-2.454,0,6,61.62,3,https://real.enamine.net/public-enum-files/Z3409654570,0.25316455696202533
CC1=NN(C)C(=O)C1C(=O)NC=2C=CC(=CC2)OC(F)(F)F,Z1561634562,315.249,315.249,2.512,-3.589,1,4,71.0,4,https://real.enamine.net/public-enum-files/Z1561634562,0.25316455696202533
CC1(C)CC(C)(CN1)C(=O)N2CCN(CC3=NC4=CC=CC=C4N3)CC2,Z4447689082,355.478,355.478,2.738,-1.985,2,4,64.26,3,https://real.enamine.net/public-enum-files/Z4447689082,0.25316455696202533
CC=1SC(CCNC(=O)C=2C=C(F)C=CC2F)=NC1C=3C=CC=CC3,Z1268215573,358.407,358.407,3.747,-5.616,1,2,41.99,5,https://real.enamine.net/public-enum-files/Z1268215573,0.25316455696202533
O=C(NCC1=NC=2SC=C(C=3C=CC(F)=CC3)C2C(=O)N1)C(F)F,Z1715351136,353.321,353.321,1.41,-5.57,2,3,70.56,4,https://real.enamine.net/public-enum-files/Z1715351136,0.25316455696202533
C[C@H](NCC1=CC=2C=CC(F)=CC2NC1=O)C=3C=CC=NC3F,Z6395296822,315.318,315.318,0.667,-4.325,2,3,54.02,4,https://real.enamine.net/public-enum-files/Z6395296822,0.25316455696202533
O=C(CC=1C=CC=C2C=NC=CC12)NC3CC(C3)C4CCCCC4,Z2715347543,322.445,322.445,3.83,-5.638,1,2,41.99,4,https://real.enamine.net/public-enum-files/Z2715347543,0.25316455696202533
O=C(NCCOC1CCC1)C=2C=C(N=C3C=CC=CC23)C4=CC=CS4,Z1275405321,352.452,352.452,4.463,-5.037,1,3,51.22,6,https://real.enamine.net/public-enum-files/Z1275405321,0.25301204819277107
CC(CNC(=O)CC1=CC=CC2=CN=CC=C12)CNC(=O)CC3CC3C,Z5397886953,353.459,353.459,2.059,-4.323,2,3,71.09,8,https://real.enamine.net/public-enum-files/Z5397886953,0.25301204819277107
O=C(NC(CC=1C=CC=CC1)C(=O)N2CCC(C2)N3CCCC3)C4=CC=CS4,Z1050884770,397.536,397.536,2.635,-4.507,1,3,52.65,6,https://real.enamine.net/public-enum-files/Z1050884770,0.25301204819277107
CC1=NNC(=N1)[C@@H]2CC[C@H](CNC(=O)C=3C=CN=CC3C)O2,Z2396383824,301.344,301.344,0.312,-1.617,2,5,92.79,4,https://real.enamine.net/public-enum-files/Z2396383824,0.25301204819277107
CC(NCC1=NC=2SC=C(C=3C=CC=CC3)C2C(=O)N1)C=4C=CN=CC4,Z159888176,362.45,362.45,1.35,-4.974,2,4,66.38,5,https://real.enamine.net/public-enum-files/Z159888176,0.25301204819277107
CC(C)N1C(=NC=2C=CC=CC21)NC(=O)C3=CSC(=N3)C4=CC=CO4,Z5510546109,352.412,352.412,4.199,-4.97,1,3,72.95,4,https://real.enamine.net/public-enum-files/Z5510546109,0.25301204819277107
O=C(NC(CC=1C=CC=CC1)C(=O)NCCN2CCNCC2)C3=CC=CS3,Z927346610,386.513,386.513,1.769,-3.304,3,4,73.47,8,https://real.enamine.net/public-enum-files/Z927346610,0.25301204819277107
NC(=O)C=1C=CC(=C(C1)NC(=O)C2=CSC(=N2)C=3C=CC(F)=CC3)N4CCCC4,Z165036404,410.467,410.467,3.269,-5.952,2,4,88.32,5,https://real.enamine.net/public-enum-files/Z165036404,0.25301204819277107
