SMILES,Catalog ID,MW,MW (desalted),ClogP,logS,HBD,HBA,TPSA,RotBonds,AnalogsFromREAL,Tanimoto_Similarity
NC(=O)C=1C=CC=C(C1)NC(=O)C=2C=C(N=C3C=C(F)C=CC23)C=4C=CC=CC4,Z803630126,385.391,385.391,4.163,-6.829,2,3,85.08,4,https://real.enamine.net/public-enum-files/Z803630126,0.25
O=C(CC=1C=NC=C2C=CC=CC12)NCC3CCN(CC=CCl)CC3,Z5397886954,357.877,357.877,2.221,-3.425,1,3,45.23,6,https://real.enamine.net/public-enum-files/Z5397886954,0.25
O=C(NC=1C=CC=2NC(=O)OC2C1)C=3C=CN(N3)C=4C=CC=CC4,Z5598119646,320.303,320.303,2.145,-4.617,2,4,85.25,3,https://real.enamine.net/public-enum-files/Z5598119646,0.25
COC(=O)C1CCC=2SC(=NC2C1)NC(=O)NCC3=NC4=CC=CC=C4N3,Z2371436654,385.442,385.442,2.265,-3.874,3,4,109.0,5,https://real.enamine.net/public-enum-files/Z2371436654,0.25
CN1C(=NC=2C=CC=CC21)NC(=O)C3=CSC(=N3)C4=CC=CO4,Z5510547476,324.359,324.359,3.361,-4.503,1,3,72.95,3,https://real.enamine.net/public-enum-files/Z5510547476,0.25
CC(=O)NCC1CCN2N=CC(C(=O)NC3COC=4C=CC=C(Br)C4C3)=C2C1,Z6190483637,447.326,447.326,1.453,-3.733,2,4,85.25,4,https://real.enamine.net/public-enum-files/Z6190483637,0.24731182795698925
CC(C1=NC=2SC=C(C3=CC=CS3)C2C(=O)N1)N4CCC(CC4)C(=O)N5CCOCC5,Z46518763,458.6,458.6,1.075,-4.587,1,5,74.24,4,https://real.enamine.net/public-enum-files/Z46518763,0.24731182795698925
COC=1C=CC=C2CCC(C(=O)NC=3C=CC(=CN3)N4CCN(CC4)C(=O)C5CC5)C12,Z2221172638,420.505,420.505,2.533,-4.379,1,5,74.77,5,https://real.enamine.net/public-enum-files/Z2221172638,0.24719101123595505
O=C(COC=1C=CC=C(C1)N2CCCC2=O)NCC3=NC4=CC(F)=CC=C4N3,Z1334095049,382.389,382.389,2.307,-4.072,2,4,87.32,6,https://real.enamine.net/public-enum-files/Z1334095049,0.24719101123595505
CC=1C=CN=CC1C(=O)NC(C)(CNC(=O)C=2C=CC3=CC=CN=C3C2)C4CC4,Z3725858962,388.463,388.463,2.972,-4.96,2,4,83.98,6,https://real.enamine.net/public-enum-files/Z3725858962,0.24719101123595505
Cl.CC=1C=CC(=CC1Cl)N2N=CC(C(=O)N[C@@H]3CN[C@H](C3)C(=O)O)=C2C4CC4,Z5565557974,425.309,388.848,1.572,-4.535,3,5,96.25,5,https://real.enamine.net/public-enum-files/Z5565557974,0.24719101123595505
CC=1C=C(C(=O)NC2=CC=C3NC(=NC3=C2)C4CCCO4)C=5C=C(F)C=CC5N1,Z8304064687,390.411,390.411,3.53,-4.981,2,4,79.9,3,https://real.enamine.net/public-enum-files/Z8304064687,0.24719101123595505
CCC1=C(C=NN1C=2C=CC(=CC2)OC)C(=O)NCC(O)C=3C=C(C)C=CC3F,Z7996047723,397.444,397.444,3.393,-4.617,2,4,76.38,7,https://real.enamine.net/public-enum-files/Z7996047723,0.24719101123595505
CC1CCN(CC1)C(CNC(=O)CN2C(=O)NC=3C=CC=CC32)C4=CC=CS4,Z454450256,398.524,398.524,4.181,-4.483,2,3,64.68,6,https://real.enamine.net/public-enum-files/Z454450256,0.24719101123595505
COC=1C=CC(=CC1)C(O)C(C)NC(=O)CC=2SC(=NC2C=3C=CC=CC3)C4=CC=CS4,Z5317953521,464.603,464.603,4.24,-6.3,2,4,71.45,8,https://real.enamine.net/public-enum-files/Z5317953521,0.24719101123595505
CN1C=C(C(=O)NC=2C=CC=C(C2)C(C)(F)F)C(=N1)C3=CC=CS3,Z1768240926,347.384,347.384,3.414,-4.603,1,2,46.92,4,https://real.enamine.net/public-enum-files/Z1768240926,0.24705882352941178
CC(CNC(=O)C=1C=CC(F)=CC1F)CNC(=O)C(C)SC2=NC=3C=CC=CC3S2,Z8486968575,449.54,449.54,4.246,-7.377,2,3,71.09,8,https://real.enamine.net/public-enum-files/Z8486968575,0.24705882352941178
CC=1C=NC=C(C(=O)NC[C@H](C)NC(=O)C=2C=CC3=CC=CN=C3C2)C1C,Z5521367851,362.426,362.426,2.578,-4.42,2,4,83.98,5,https://real.enamine.net/public-enum-files/Z5521367851,0.24705882352941178
CC=1C=CC(=CC1S(=O)(=O)NC[C@H]2CCC[C@H]2O)C=3C=CC(=O)NN3,Z7671651203,363.433,363.433,0.924,-3.851,3,5,107.86,4,https://real.enamine.net/public-enum-files/Z7671651203,0.24705882352941178
CN1C(=O)C=2C=C(C=NC2N(C)C1=O)NC(=O)C=3C=C(N=C4C=CC=CC34)C=5C=CC(F)=CC5,Z185200970,455.442,455.442,4.315,-6.531,1,5,95.5,3,https://real.enamine.net/public-enum-files/Z185200970,0.24705882352941178
CC1=NOC(=N1)C2CCCN2C(=O)CC=3C=NC=C4C=CC=CC34,Z2801405968,322.362,322.362,0.546,-2.622,0,4,72.12,3,https://real.enamine.net/public-enum-files/Z2801405968,0.24705882352941178
CC(=O)NCC1CN(CCO1)C=2C=CC(=NN2)C=3C=CC=CC3Cl,Z2969780604,346.812,346.812,1.515,-4.305,1,5,67.35,4,https://real.enamine.net/public-enum-files/Z2969780604,0.24705882352941178
COC=1C=C(C)C=CC1C(=O)NCC=2C=CC=NC2N3CCN(C)CC3,Z1764729399,354.447,354.447,2.409,-3.02,1,5,57.7,5,https://real.enamine.net/public-enum-files/Z1764729399,0.24705882352941178
CC1=NN(C)C=2NC(=O)C=C(C(=O)NC=3C=CC(=C(C)C3)N4CCN(C)CC4)C12,Z4632041249,394.471,394.471,1.05,-3.467,2,5,82.5,3,https://real.enamine.net/public-enum-files/Z4632041249,0.24705882352941178
CC=1C=CC(=CC1)N2CCC(C2=O)N(C)S(=O)(=O)C3=CC=CC4=CN=CC=C34,Z3464412097,395.477,395.477,3.521,-5.324,0,4,70.58,3,https://real.enamine.net/public-enum-files/Z3464412097,0.24705882352941178
"O=C(N[C@@]12CC[C@H]2CNC1)C3=CC=4C(=O)NC=5C=CC=CC5C4S3 |&1:3,6,r|",Z3385978093,339.413,339.413,2.085,-5.505,3,3,70.23,2,https://real.enamine.net/public-enum-files/Z3385978093,0.24705882352941178
CC(C)N1C(=NC=2C=CC(F)=CC21)NC(=O)C3=CSC(=N3)C4=CC=CO4,Z5510866502,370.403,370.403,4.354,-5.224,1,3,72.95,4,https://real.enamine.net/public-enum-files/Z5510866502,0.24705882352941178
COC=1C=CC=CC1C(C)(C)CNC(=O)C2=CC(=CNC2=O)C(F)(F)F,Z2797989260,368.351,368.351,2.509,-4.297,2,3,67.43,6,https://real.enamine.net/public-enum-files/Z2797989260,0.24705882352941178
CC(NC(=O)CC1=CSC(=N1)C2=CC=CS2)C3=NC4=CC=CC=C4N3C,Z1230041043,382.505,382.505,2.799,-4.062,1,3,59.81,5,https://real.enamine.net/public-enum-files/Z1230041043,0.24705882352941178
COC[C@@H]1C[C@H](C1)NC(=O)C=2C=C(N=C3C=CC=CC23)C4=CC=CS4,Z4919113970,352.452,352.452,3.649,-4.838,1,3,51.22,5,https://real.enamine.net/public-enum-files/Z4919113970,0.24705882352941178
CC1=NNC(=N1)[C@@H]2CC[C@H](CNC(=O)C=3C=NC=C(Cl)C3C)O2,Z2396392713,335.789,335.789,1.104,-2.336,2,5,92.79,4,https://real.enamine.net/public-enum-files/Z2396392713,0.24705882352941178
COC=1C=CC=CC1C2=CC=C(S2)C(=O)NC=3C=CC=C(C3)C=4C=CC(=O)NN4,Z5264969543,403.456,403.456,2.719,-6.94,2,4,79.79,5,https://real.enamine.net/public-enum-files/Z5264969543,0.24705882352941178
CC(=O)NCC1CN(CCO1)C(=O)C2=CC(=NN2C)C=3C=CC=CC3,Z2269196117,342.393,342.393,0.517,-3.128,1,4,76.46,4,https://real.enamine.net/public-enum-files/Z2269196117,0.24705882352941178
CC1=NNC=2C=CC(=CC12)C(=O)NC=3C=NN(C3C)C=4C=CC(F)=CC4,Z6559902961,349.363,349.363,3.096,-4.538,2,3,75.6,3,https://real.enamine.net/public-enum-files/Z6559902961,0.24691358024691357
O=C(NC=1C=CC=C(C1)C(F)(F)F)C=2C=C(ON2)C3=CC=CS3,Z223871494,338.306,338.306,4.38,-5.139,1,2,55.13,4,https://real.enamine.net/public-enum-files/Z223871494,0.24691358024691357
CC=1N=C2C(C(=O)NN2C)=C(C)C1CC(=O)NC=3C=CC(F)=CC3F,Z1127030534,346.332,346.332,2.011,-4.462,2,4,74.33,3,https://real.enamine.net/public-enum-files/Z1127030534,0.24691358024691357
CCNC(=O)C(C)(C)CN1C(=O)NC=2C=CC(=CC2C1=O)C(C)C,Z1503913984,331.41,331.41,3.313,-4.726,2,3,78.51,5,,0.24691358024691357
CN(C(CO)C=1C=CC(=CC1)S(C)(=O)=O)S(=O)(=O)C2=CC=CC3=CN=CC=C23,Z3217386645,420.505,420.505,0.493,-3.451,1,6,104.64,5,https://real.enamine.net/public-enum-files/Z3217386645,0.24691358024691357
CC(C)(CNCC1=CC=2C=CC(F)=CC2NC1=O)C3=CC=CN=C3,Z3363393720,325.381,325.381,1.868,-3.409,2,3,54.02,5,https://real.enamine.net/public-enum-files/Z3363393720,0.24691358024691357
CC(NC(=O)CC1=CNC=2C=CC=CC12)C=3C=CC=4NC(=O)NC4C3,Z666629410,334.373,334.373,2.003,-4.848,4,2,86.02,4,https://real.enamine.net/public-enum-files/Z666629410,0.24691358024691357
CC1=CC=C(OCCNC(=O)C=2C=NC=C3C=CC=CC23)C(C)=C1,Z735478024,320.386,320.386,4.276,-5.195,1,3,51.22,5,https://real.enamine.net/public-enum-files/Z735478024,0.24691358024691357
CN1CCN(CC1)C=2C=CC(=NC2)NC(=O)C3CCC=4C=CC=CC43,Z1128196678,336.432,336.432,3.01,-3.096,1,4,48.47,3,https://real.enamine.net/public-enum-files/Z1128196678,0.24691358024691357
CC1=CC=C(NC(=O)C2=CN(C[C@@H]3CCCN3)N=N2)C4=CC=CN=C14,Z3515266488,336.392,336.392,1.564,-2.561,2,5,84.73,4,https://real.enamine.net/public-enum-files/Z3515266488,0.24691358024691357
O=C(NC=1N=C(N=C2SC=CC12)C=3C=CC=CN3)C4=CN(N=N4)C5CCC5,Z4970360247,377.425,377.425,1.909,-4.513,1,6,98.48,4,https://real.enamine.net/public-enum-files/Z4970360247,0.24691358024691357
CC1(CNC(=O)N2CCCC(C2)C3=NC=4C=CC=CC4N3)CCC(=O)N1,Z2310853962,355.435,355.435,1.527,-2.976,3,3,90.12,3,https://real.enamine.net/public-enum-files/Z2310853962,0.24691358024691357
CN1CCN(CCC1=O)C2=NC3=C(C=NN3C=4C=CC=CC4)C(=O)N2,Z2615302385,338.365,338.365,0.945,-4.243,1,5,82.83,2,https://real.enamine.net/public-enum-files/Z2615302385,0.24691358024691357
COC=1C=NC=CC1N2CCN(CC2)C(=O)C3CCC(CC3)NC(=O)C4CC4,Z1954725583,386.489,386.489,0.866,-2.486,1,5,74.77,5,https://real.enamine.net/public-enum-files/Z1954725583,0.24691358024691357
COC=1C=C(F)C=CC1N2CCN(CC2)C(=O)C=3C=CC=4OCOC4C3,Z1210253247,358.364,358.364,3.28,-4.864,0,5,51.24,3,https://real.enamine.net/public-enum-files/Z1210253247,0.24691358024691357
CN1C(=O)COC=2C=CC(=CC21)NC(=O)C=3C=C(N=C4C=CC=CC34)C=5C=CC=CN5,Z1286844507,410.426,410.426,3.136,-5.614,1,5,84.42,3,https://real.enamine.net/public-enum-files/Z1286844507,0.24691358024691357
COC=1C=CC=2C=NN(C3=NC=4C(C)=CC=CC4S3)C(=O)C2C1,Z7142384607,323.371,323.371,2.845,-5.583,0,4,54.79,2,,0.24691358024691357
O=C(NC1CCN(CC1)C(=O)C2=CC=CS2)C=3C=C(C=CC3F)C(F)(F)F,Z5244224009,400.392,400.392,2.154,-5.973,1,2,49.41,4,https://real.enamine.net/public-enum-files/Z5244224009,0.24691358024691357
CCC1=C(N=NN1C=2C=CC=C(Cl)C2)C(=O)OCC3=NC4=CC=CN=C4N3,Z1165436638,382.804,382.804,3.876,-4.353,1,5,98.58,6,https://real.enamine.net/public-enum-files/Z1165436638,0.24691358024691357
CN1CCN(CC1)C=2C=CC(=NC2)NC(=O)[C@@H]3CCC=4C=CC=CC43,Z3295580138,336.432,336.432,3.01,-3.015,1,4,48.47,3,https://real.enamine.net/public-enum-files/Z3295580138,0.24691358024691357
COC1CCN(CC1(C)C)S(=O)(=O)C=2C=CC=C3C=NC=CC23,Z2278963916,334.435,334.435,1.986,-3.224,0,4,59.5,2,https://real.enamine.net/public-enum-files/Z2278963916,0.24691358024691357
COC=1C=CC(=CC1)N2N=C(C=C2C)C(=O)NCCC(C)(C)C(=O)O,Z2295953860,345.394,345.394,2.478,-2.771,2,5,93.45,7,https://real.enamine.net/public-enum-files/Z2295953860,0.24691358024691357
O=C(CC=1C=NC=C2C=CC=CC12)N3CCC3C=4C=CC=CC4,Z5143164524,302.371,302.371,2.366,-4.254,0,2,33.2,3,https://real.enamine.net/public-enum-files/Z5143164524,0.24675324675324675
O=C(NC1=NC(=CS1)C2=CNC=3N=CC=CC23)C4=C(Cl)C=CC5=CC=CN=C45,Z8424106344,405.862,405.862,3.059,-7.006,2,4,83.56,3,https://real.enamine.net/public-enum-files/Z8424106344,0.24675324675324675
COC=1N=CC=CC1NC(=O)C=2C=CC=C3C(=O)C(C)=C(OC23)C=4C=CC=CC4,Z509164684,386.401,386.401,3.826,-6.226,1,5,77.52,4,https://real.enamine.net/public-enum-files/Z509164684,0.24675324675324675
O=C(CC1=CC=2C=CC=CC2NC1=O)NC=3C=CC(=CC3)C(=O)NC4CCOCC4,Z1376220277,405.447,405.447,0.014,-5.232,3,4,96.53,5,https://real.enamine.net/public-enum-files/Z1376220277,0.24675324675324675
CC(=O)NCCC1CC2CCC(C1)N2C(=O)CCC3=NC=4C=CC=CC4N3,Z6334641934,368.474,368.474,0.332,-2.759,2,3,78.09,6,https://real.enamine.net/public-enum-files/Z6334641934,0.24675324675324675
CC(CC=1C=C(F)C(F)=CC1F)NC(=O)C=2N=NC3=CC=CC=C3N2,Z8134125206,346.307,346.307,3.41,-4.19,1,4,67.77,4,https://real.enamine.net/public-enum-files/Z8134125206,0.24675324675324675
COC=1C=C(C=CC1NC(=O)C=2C=NC=3C=CC=NC3C2)OCCN(C)C,Z3052595542,366.415,366.415,1.938,-2.661,1,6,76.58,7,https://real.enamine.net/public-enum-files/Z3052595542,0.24675324675324675
O=C(NC=1C=CC=C(C1)C2CCC(=O)N2)C=3C=C(C=CN3)OC=4C=CC=CC4,Z5510541751,373.406,373.406,2.788,-4.481,2,3,80.32,5,https://real.enamine.net/public-enum-files/Z5510541751,0.24675324675324675
CC1=CSC(=N1)NC(=O)C(C(C)C)N2C(=O)C=3C=CC=CC3C2=O,Z30819962,343.402,343.402,3.244,-5.409,1,4,79.37,4,https://real.enamine.net/public-enum-files/Z30819962,0.24675324675324675
CC=1C=CC=C(C1)NC(=O)C=2C=CC=C(C2)S(=O)(=O)NC3CC3,Z51820877,330.403,330.403,3.11,-4.497,2,3,75.27,4,https://real.enamine.net/public-enum-files/Z51820877,0.24675324675324675
O=C(NC1=CNC=2C=CC=CC12)C3=CN(CC4CCOC4)N=N3,Z2964451097,311.339,311.339,0.32,-3.065,2,4,84.83,4,https://real.enamine.net/public-enum-files/Z2964451097,0.24675324675324675
CC(=O)NC1CCN(CC1)C2=NC=C(S2)C=3C=CC=CC3,Z1348372939,301.408,301.408,1.613,-4.266,1,3,45.23,3,https://real.enamine.net/public-enum-files/Z1348372939,0.24675324675324675
O=C(NC1=NNC(=N1)C2CC2)C(F)(F)C=3C=C(F)C=CC3F,Z3629339999,314.239,314.239,3.044,-4.672,2,3,70.67,4,https://real.enamine.net/public-enum-files/Z3629339999,0.24675324675324675
CCN1C(CN2CCCCC2)=NN=C1NC=3C=CC(=CC3)OC,Z3098646371,315.414,315.414,3.266,-2.391,1,5,55.21,6,https://real.enamine.net/public-enum-files/Z3098646371,0.24675324675324675
O=C(CNC(=O)C1=CC=CS1)N[C@@H]2CCCC=3C=CC=CC32,Z3054642631,314.404,314.404,2.698,-4.823,2,2,58.2,4,https://real.enamine.net/public-enum-files/Z3054642631,0.24675324675324675
CC(F)(C(=O)NC1=NNC(=N1)C2CC2)C=3C=CC=CC3F,Z4124696458,292.285,292.285,2.737,-4.555,2,3,70.67,4,https://real.enamine.net/public-enum-files/Z4124696458,0.24675324675324675
CC(=O)NCCC=1C=CC(=CC1)S(=O)(=O)NC=2C(C)=NN(C)C2C,Z737864072,350.438,350.438,-0.701,-1.664,2,4,93.09,5,https://real.enamine.net/public-enum-files/Z737864072,0.24675324675324675
CC(=O)N1CCN(CC1)C(=O)CCNC(=O)C2=CN=CC(C)=C2O,Z1614050335,334.371,334.371,1.326,-1.33,2,5,102.84,4,https://real.enamine.net/public-enum-files/Z1614050335,0.24675324675324675
CC=1OC(C)=C(C(=O)NC2=NC=3C=CC=CC3N2CCC4=CC=CC=N4)C1Br,Z1336543632,439.306,439.306,3.352,-5.03,1,3,72.95,5,https://real.enamine.net/public-enum-files/Z1336543632,0.24675324675324675
O=C(CNC(=O)C1=CC=CS1)N[C@H]2CCCC=3C=CC=CC32,Z3625559748,314.404,314.404,2.698,-4.823,2,2,58.2,4,https://real.enamine.net/public-enum-files/Z3625559748,0.24675324675324675
CC=1C=C(N=C2C=CC=CC12)C(=O)NCC3CC4CC4C3,Z3889887360,280.365,280.365,4.187,-5.235,1,2,41.99,3,https://real.enamine.net/public-enum-files/Z3889887360,0.24675324675324675
O=C(CCNC(=O)C1=CC=CS1)N[C@H]2CCC=3C=CC=CC32,Z4467533035,314.404,314.404,2.425,-4.207,2,2,58.2,5,https://real.enamine.net/public-enum-files/Z4467533035,0.24675324675324675
CC(=O)NC[C@H]1C[C@H]2CC[C@@H](C1)N2C(=O)C3=NNC(C)=C3C,Z4478048487,304.388,304.388,-0.444,-2.366,2,3,78.09,3,https://real.enamine.net/public-enum-files/Z4478048487,0.24675324675324675
O=C(CCNC(=O)C1=CC=CS1)N[C@@H]2CCC=3C=CC=CC32,Z2645503541,314.404,314.404,2.425,-4.207,2,2,58.2,5,https://real.enamine.net/public-enum-files/Z2645503541,0.24675324675324675
COC=1C=NC=CC1N2CCN(CC2)C(=O)[C@H]3CC[C@H](C)CC3,Z2474607596,317.427,317.427,3.202,-3.617,0,4,45.67,3,https://real.enamine.net/public-enum-files/Z2474607596,0.24675324675324675
CN(C)CCN1CCC(CC1)NC(=O)N2CCC(CC2)C3=NC=4C=CC=CC4N3,Z507125682,398.546,398.546,1.815,-2.495,2,4,67.5,5,https://real.enamine.net/public-enum-files/Z507125682,0.24675324675324675
O=C(CNC(=O)C1=CC=CS1)NC2CCCC=3C=CC=CC32,Z32441850,314.404,314.404,2.698,-4.749,2,2,58.2,4,https://real.enamine.net/public-enum-files/Z32441850,0.24675324675324675
CCC=1SC=CC1C(=O)NC2=NC=3C=CC=CC3N2CCC=4C=CC=CN4,Z5510562693,376.477,376.477,3.95,-5.237,1,3,59.81,6,https://real.enamine.net/public-enum-files/Z5510562693,0.24675324675324675
O=C(NC=1C=CC=C(C1)C=2C=CC(=O)NN2)C3=CC=C(S3)C=4C=CC=CC4,Z952430526,373.43,373.43,3.341,-6.994,2,3,70.56,4,https://real.enamine.net/public-enum-files/Z952430526,0.24675324675324675
CC1(C)CCCCC1CC(=O)N2CCC(CNC(=O)C3=CC=CC=N3)CC2,Z1549418225,371.517,371.517,3.423,-4.88,1,3,62.3,5,https://real.enamine.net/public-enum-files/Z1549418225,0.24675324675324675
CC=1C(=CC=CC1C(=O)NC=2C=CC=CC2)NC(=O)C3=CN(CC4CNC4)N=N3,Z6828698794,390.439,390.439,-0.274,-3.759,3,5,100.94,6,https://real.enamine.net/public-enum-files/Z6828698794,0.24675324675324675
O=C(NCC1=NC=2C=CC=NC2N1)C3=CNC=4N=CN=CC34,Z5590831349,293.284,293.284,0.311,-3.55,3,5,112.24,3,https://real.enamine.net/public-enum-files/Z5590831349,0.2465753424657534
N#CC=1C=CC=CC1NC(=O)C=2C=C(N=C3C=CC=CC23)C4=CC=CO4,Z26489432,339.348,339.348,3.707,-5.739,1,3,78.92,3,https://real.enamine.net/public-enum-files/Z26489432,0.2465753424657534
CCCN1C(=NC=2C=CC=CC21)NC(=O)C=3C=CC4=CN=CC=C4N3,Z7214099948,331.372,331.372,3.396,-4.296,1,4,72.7,4,https://real.enamine.net/public-enum-files/Z7214099948,0.2465753424657534
COCC=1C=CC=C(C1)C(=O)NC=2C=CC=C3C(=O)NCCC23,Z7442314472,310.348,310.348,1.596,-3.399,2,3,67.43,4,https://real.enamine.net/public-enum-files/Z7442314472,0.2465753424657534
CNC=1C=CC=CC1C(=O)NCC2=CC=C(O2)C3=NC=4C=CC=CC4S3,Z2228753767,363.435,363.435,4.496,-5.395,2,3,67.16,5,https://real.enamine.net/public-enum-files/Z2228753767,0.2465753424657534
"C[C@H]1[C@H](C(=O)N2CCCCC2C3=NC=4C=CC=CC4N3)C1(F)F |&1:1,2,r|",Z3202152102,319.35,319.35,2.351,-4.34,1,2,48.99,2,https://real.enamine.net/public-enum-files/Z3202152102,0.2465753424657534
O=C(NCCC1=NC=CN1)C=2N=C3C=CC=CC3=CC2C4CC4,Z2905983150,306.363,306.363,1.841,-3.88,2,3,70.67,5,https://real.enamine.net/public-enum-files/Z2905983150,0.2465753424657534
O=C(NC=1C=CC=CN1)C2CC(=NO2)C=3C=CC=C(Cl)C3F,Z3409369204,319.718,319.718,3.447,-4.645,1,4,63.58,3,https://real.enamine.net/public-enum-files/Z3409369204,0.2465753424657534
O=C(C1=CC=2N=CC=CC2N1)N3CCC(CC3)OC=4C=CC(Cl)=CC4,Z3610793994,355.818,355.818,2.993,-4.986,1,3,58.22,3,https://real.enamine.net/public-enum-files/Z3610793994,0.2465753424657534
O=C(NC1=NC=CN1C=2C=CC=CC2)C3=CC=4CCCCC4NC3=O,Z1872538627,334.373,334.373,2.594,-4.856,2,3,76.02,3,https://real.enamine.net/public-enum-files/Z1872538627,0.2465753424657534
O=C(NC=1C=CC=2NC(=NC2C1)C3CCCO3)C=4C=CC=CC4,Z827179384,307.347,307.347,2.636,-3.823,2,3,67.01,3,https://real.enamine.net/public-enum-files/Z827179384,0.2465753424657534
COC(=O)C=1NC(C)=CC1NC(=O)C=2C=CN=C(C2)OC=3C=CC=CC3,Z1174616325,351.357,351.357,3.356,-4.643,2,3,93.31,6,https://real.enamine.net/public-enum-files/Z1174616325,0.2465753424657534
N#CC=1C=CC(=CC1)C(=O)NC2=C(N=C3C=CC=CN23)C4=CC=CC=N4,Z1360010544,339.351,339.351,2.136,-4.896,1,4,83.08,3,https://real.enamine.net/public-enum-files/Z1360010544,0.2465753424657534
CCCN1C(=NC=2C=CC=CC21)NC(=O)C=3C=CC4=CC=NC=C4N3,Z7214100161,331.372,331.372,3.396,-4.296,1,4,72.7,4,https://real.enamine.net/public-enum-files/Z7214100161,0.2465753424657534
COC1=CC(=CC(=C1)N2CCCN(CC2)C=3C=CC(Cl)=CN3)OC,Z1411217944,347.84,347.84,3.536,-3.98,0,5,37.83,4,https://real.enamine.net/public-enum-files/Z1411217944,0.2465753424657534
O=C(CC=1C=CC=CC1)NC2=NC(=CS2)C3=CNC4=NC=CC=C34,Z4259348774,334.397,334.397,3.121,-5.373,2,3,70.67,4,https://real.enamine.net/public-enum-files/Z4259348774,0.2465753424657534
CCCN1C(=NC=2C=CC=CC21)NC(=O)C=3N=CC=C4N=CC=CC34,Z7214100102,331.372,331.372,3.396,-4.296,1,4,72.7,4,https://real.enamine.net/public-enum-files/Z7214100102,0.2465753424657534
O=C(NC=1C=CC=C2N=CC=CC12)C3CCN(CC3)S(=O)(=O)C=4C=CC=CC4,Z29903432,395.477,395.477,2.876,-4.444,1,4,79.37,3,https://real.enamine.net/public-enum-files/Z29903432,0.2465753424657534
O=C(CCC1=NC=CN1)NC=2C=CC=C(C2)C(=O)NC=3C=CC=CN3,Z1938112487,335.361,335.361,0.99,-3.313,3,4,99.77,6,https://real.enamine.net/public-enum-files/Z1938112487,0.2465753424657534
CNC(=O)C=1C=CC(C)=C(C1)NC(=O)C=2C=NN(C2)C=3C=CC=CN3,Z5428055669,335.361,335.361,0.508,-3.7,2,4,88.91,4,https://real.enamine.net/public-enum-files/Z5428055669,0.2465753424657534
CC(C)(C)CCC(=O)NC1=NC=2C=CC=CC2N1CCC3=CC=CC=N3,Z1334431557,350.458,350.458,4.447,-4.886,1,3,59.81,7,https://real.enamine.net/public-enum-files/Z1334431557,0.2465753424657534
CC=1C=CN=C(C1)C(=O)NC=2C=CC=C(C2)C3CCC(=O)N3,Z5510580761,295.337,295.337,1.189,-3.125,2,3,71.09,3,https://real.enamine.net/public-enum-files/Z5510580761,0.2465753424657534
C=CC=1C=CC(=CC1)C(=O)NC=2C=C(C)C=C3C=CC=NC23,Z1866674832,288.344,288.344,4.381,-5.745,1,2,41.99,3,https://real.enamine.net/public-enum-files/Z1866674832,0.2463768115942029
CCCCNC(=O)N1CCCN(CC1)C(=O)C=2C=CC=CN2,Z808647712,304.388,304.388,0.875,-2.898,1,3,65.54,4,https://real.enamine.net/public-enum-files/Z808647712,0.2463768115942029
CC=1C=C(C=CC1NC(=O)C=2C=C(C=CN2)C(F)(F)F)N(C)C,Z2834549029,323.314,323.314,3.249,-3.766,1,3,45.23,4,https://real.enamine.net/public-enum-files/Z2834549029,0.2463768115942029
CC(=O)N1CCN(CC1)C(=O)NC2=CC=CC=C2C3=NOC(C)=N3,Z595500820,329.355,329.355,0.368,-3.154,1,4,91.57,2,https://real.enamine.net/public-enum-files/Z595500820,0.2463768115942029
CCCC=1C=CC=CC1C(=O)NC=2C=CC=3N=CC=CC3C2,Z3033815185,290.36,290.36,4.375,-5.647,1,2,41.99,4,https://real.enamine.net/public-enum-files/Z3033815185,0.2463768115942029
CCCN1C(=NC=2C=CC=CC21)NC(=O)C=3C=CN(C)N3,Z1066518266,283.329,283.329,2.256,-3.13,1,3,64.74,4,https://real.enamine.net/public-enum-files/Z1066518266,0.2463768115942029
CC(=O)NC=1C=CC(=CC1)C2=CSC(=N2)NC=3C=CC=CN3,Z238765112,310.375,310.375,3.101,-4.627,2,4,66.91,4,https://real.enamine.net/public-enum-files/Z238765112,0.2463768115942029
O=C(NC1CCC(=O)NC1=O)C=2C=NC=3C=CC=CC3C2,Z2027342563,283.283,283.283,0.839,-2.905,2,4,88.16,2,https://real.enamine.net/public-enum-files/Z2027342563,0.2463768115942029
O=C(NC=1N=CC=NC1C=2C=CC=CC2)C3CC4(CC4)C3,Z2815537577,279.337,279.337,2.12,-3.548,1,3,54.88,3,https://real.enamine.net/public-enum-files/Z2815537577,0.24615384615384617
O=C(NCCNC(=O)C=1C=CC=2C=CC=CC2N1)C=3C=CC=CC3,Z283843456,319.358,319.358,2.95,-4.773,2,3,71.09,5,https://real.enamine.net/public-enum-files/Z283843456,0.2459016393442623
CCN1C(=O)NC=2C=C(C=CC2C1=O)C(=O)NC3CCN(C3)C4=CC=CC(=C4)OC(F)(F)F,Z5101481783,462.423,462.423,4.069,-6.517,2,5,90.98,6,https://real.enamine.net/public-enum-files/Z5101481783,0.24489795918367346
"CC(C1=NC=2SC=C(C3=CC=CS3)C2C(=O)N1)N4C[C@H](C)[C@H](C4)C(=O)N5CCOCC5 |&1:19,21,r|",Z8566152054,458.6,458.6,2.319,-5.173,1,5,74.24,4,https://real.enamine.net/public-enum-files/Z8566152054,0.24468085106382978
